,Context,Baseline
4138,True,True
4139,False,False
4140,True,True
4141,False,False
4142,False,False
4143,False,False
4144,False,False
4145,True,True
4146,True,False
4147,False,False
4148,False,False
4149,False,False
4150,False,False
4151,False,False
4152,False,False
4153,False,False
4154,True,False
4155,True,False
4156,False,True
4157,True,True
4158,False,False
4159,True,True
4160,False,False
4161,False,False
4162,False,False
4163,False,False
4164,True,True
4165,True,True
4166,True,True
4167,False,False
4168,True,True
4169,False,False
4170,True,False
4171,True,True
4172,True,True
4173,True,False
4174,False,False
4175,True,True
4176,True,True
4177,True,True
4178,True,True
4179,False,False
4180,False,False
4181,False,False
4182,False,False
4183,False,False
4184,False,False
4185,False,False
4186,False,False
4187,False,False
4188,False,False
4189,False,False
4190,False,False
4191,False,False
4192,True,True
4193,True,True
4194,False,False
4195,True,True
4196,True,True
4197,True,True
4198,False,False
4199,False,False
4200,False,False
4201,False,False
4202,False,False
4203,False,False
4204,False,False
4205,False,False
4206,True,False
4207,False,False
4208,True,True
4209,False,False
4210,True,False
4211,False,False
4212,False,False
4213,True,True
4214,False,False
4215,False,False
4216,False,False
4217,False,False
4218,True,True
4219,False,False
4220,True,True
4221,False,False
4222,True,False
4223,True,True
4224,False,False
4225,False,False
4226,False,False
4227,True,True
4228,True,True
4229,False,False
4230,False,False
4231,False,False
4232,False,False
4233,False,False
4234,False,False
4235,False,False
4236,False,False
4237,True,True
4238,False,False
4239,True,True
4240,True,True
4241,False,False
4242,True,False
4243,False,False
4244,False,False
4245,False,False
4246,False,False
4247,True,True
4248,True,True
4249,True,True
4250,True,True
4251,True,True
4252,True,True
4253,True,True
4254,True,True
4255,True,True
4256,False,False
4257,True,True
4258,False,False
4259,True,True
4260,True,True
4261,True,False
4262,False,False
4263,False,False
4264,False,False
4265,False,False
4266,False,False
4267,False,False
4268,False,False
4269,False,False
4270,False,False
4271,False,False
4272,False,False
4273,False,False
4274,True,True
4275,True,True
4276,True,True
4277,False,False
4278,False,False
4279,False,False
4280,False,False
4281,False,False
4282,False,False
4283,False,False
4284,True,True
4285,False,False
4286,True,False
4287,False,False
4288,True,True
4289,True,True
4290,False,False
4291,False,False
4292,False,False
4293,False,False
4294,False,False
4295,True,False
4296,False,False
4297,True,True
4298,True,True
4299,False,False
4300,False,False
4301,True,True
4302,False,False
4303,False,False
4304,False,False
4305,True,False
4306,True,False
4307,False,False
4308,False,True
4309,False,False
4310,False,False
4311,True,True
4312,False,False
4313,True,True
4314,False,False
4315,False,False
4316,False,False
4317,False,False
4318,False,False
4319,False,False
4320,True,True
4321,True,False
4322,False,False
4323,False,False
4324,False,False
4325,False,False
4326,False,False
4327,True,True
4328,True,True
4329,False,False
4330,False,False
4331,False,False
4332,False,False
4333,False,False
4334,False,False
4335,True,True
4336,False,False
4337,False,False
4338,False,False
4339,True,True
4340,False,False
4341,False,False
4342,False,True
4343,True,False
4344,False,False
4345,True,False
4346,False,False
4347,True,True
4348,False,False
4349,True,True
4350,False,False
4351,False,False
4352,False,False
4353,False,False
4354,False,False
4355,False,False
4356,False,False
4357,True,True
4358,False,False
4359,False,False
4360,True,True
4361,True,True
4362,False,False
4363,False,False
4364,False,False
4365,True,True
4366,True,True
4367,True,True
4368,False,False
4369,False,False
4370,False,False
4371,False,False
4372,True,False
4373,False,True
4374,False,False
4375,True,True
4376,False,False
4377,True,False
4378,False,False
4379,False,False
4380,True,True
4381,False,False
4382,False,False
4383,True,True
4384,False,False
4385,False,False
4386,True,True
4387,False,False
4388,False,False
4389,False,False
4390,False,False
4391,False,False
4392,False,False
4393,True,False
4394,False,False
4395,False,False
4396,False,False
4397,False,False
4398,False,False
4399,False,False
4400,False,False
4401,False,False
4402,True,True
4403,False,False
4404,False,False
4405,False,False
4406,False,False
4407,False,False
4408,False,False
4409,True,True
4410,True,False
4411,False,False
4412,False,False
4413,False,False
4414,False,False
4415,False,False
4416,False,False
4417,False,False
4418,False,False
4419,True,True
4420,True,True
4421,True,True
4422,True,True
4423,True,True
4424,True,True
4425,True,True
4426,True,True
4427,True,True
4428,True,True
4429,True,True
4430,True,True
4431,True,True
4432,False,False
4433,False,False
4434,False,False
4435,True,True
4436,False,False
4437,False,False
4438,False,False
4439,False,False
4440,False,False
4441,False,False
4442,True,True
4443,True,True
4444,True,True
4445,True,False
4446,False,False
4447,False,False
4448,False,False
4449,False,False
4450,False,False
4451,True,True
4452,True,True
4453,False,False
4454,False,False
4455,False,False
4456,False,False
4457,False,False
4458,False,False
4459,False,False
4460,False,False
4461,True,True
4462,True,True
4463,False,False
4464,False,False
4465,True,True
4466,True,True
4467,True,True
4468,True,True
4469,False,False
4470,False,False
4471,False,False
4472,True,True
4473,False,False
4474,True,True
4475,False,False
4476,False,False
4477,True,True
4478,False,False
4479,False,False
4480,True,True
4481,True,True
4482,False,False
4483,True,True
4484,True,False
4485,False,False
4486,False,False
4487,False,False
4488,True,True
4489,True,True
4490,True,True
4491,True,True
4492,True,True
4493,True,True
4494,True,True
4495,True,True
4496,True,True
4497,False,False
4498,True,False
4499,True,True
4500,False,False
4501,False,False
4502,True,True
4503,True,True
4504,False,False
4505,False,True
4506,False,False
4507,True,True
4508,True,True
4509,False,False
4510,True,False
4511,False,False
4512,False,False
4513,False,False
4514,False,False
4515,False,False
4516,True,True
4517,False,False
4518,False,False
4519,False,False
4520,True,True
4521,True,False
4522,True,True
4523,True,True
4524,False,False
4525,False,False
4526,False,False
4527,False,False
4528,True,True
4529,True,True
4530,True,True
4531,True,True
4532,True,True
4533,True,True
4534,True,True
4535,False,False
4536,False,False
4537,False,False
4538,True,True
4539,False,False
4540,False,False
4541,False,False
4542,False,False
4543,False,False
4544,True,False
4545,False,False
4546,False,False
4547,True,True
4548,False,False
4549,False,False
4550,False,False
4551,True,False
4552,False,False
4553,True,False
4554,True,True
4555,False,False
4556,False,False
4557,False,False
4558,False,False
4559,False,False
4560,True,True
4561,True,True
4562,True,True
4563,True,True
4564,False,False
4565,False,False
4566,False,False
4567,False,False
4568,False,False
4569,False,False
4570,True,False
4571,True,True
4572,True,True
4573,False,False
4574,True,True
4575,False,False
4576,True,True
4577,True,False
4578,True,True
4579,False,False
4580,True,False
4581,True,True
4582,True,True
4583,True,True
4584,True,True
4585,False,False
4586,False,False
4587,False,False
4588,False,False
4589,False,False
4590,False,False
4591,True,True
4592,False,False
4593,True,True
4594,False,False
4595,True,False
4596,False,False
4597,False,False
4598,False,False
4599,False,False
4600,False,False
4601,True,False
4602,False,False
4603,False,False
4604,False,False
4605,False,False
4606,True,True
4607,False,False
4608,False,False
4609,True,False
4610,False,False
4611,False,False
4612,False,False
4613,True,False
4614,True,False
4615,False,True
4616,False,False
4617,False,False
4618,False,False
4619,False,False
4620,False,False
4621,False,False
4622,False,False
4623,False,False
4624,False,False
4625,False,False
4626,False,False
4627,True,True
4628,False,False
4629,False,True
4630,True,True
4631,False,False
4632,True,True
4633,False,False
4634,False,False
4635,False,False
4636,False,False
4637,False,False
4638,True,True
4639,True,True
4640,False,False
4641,False,False
4642,False,False
4643,False,False
4644,False,False
4645,False,False
4646,True,True
4647,True,False
4648,False,False
4649,False,False
4650,False,False
4651,False,False
4652,True,True
4653,True,True
4654,True,True
4655,True,True
4656,False,False
4657,True,True
4658,True,True
4659,True,True
4660,False,False
4661,False,False
4662,False,False
4663,False,False
4664,True,True
4665,False,False
4666,True,True
4667,False,False
4668,True,True
4669,True,True
4670,True,True
4671,True,True
4672,False,False
4673,False,False
4674,False,False
4675,False,False
4676,True,False
4677,True,True
4678,True,False
4679,False,True
4680,False,False
4681,True,True
4682,False,False
4683,True,False
4684,False,False
4685,False,False
4686,True,True
4687,True,True
4688,True,True
4689,False,False
4690,False,False
4691,False,False
4692,False,False
4693,True,True
4694,False,False
4695,True,True
4696,False,False
4697,True,True
4698,False,False
4699,True,True
4700,True,True
4701,True,True
4702,True,True
4703,True,True
4704,True,True
4705,True,True
4706,True,True
4707,False,False
4708,False,False
4709,True,True
4710,True,True
4711,True,True
4712,True,True
4713,False,False
4714,False,False
4715,False,False
4716,False,False
4717,False,False
4718,False,False
4719,True,True
4720,True,True
4721,False,False
4722,False,False
4723,False,False
4724,False,False
4725,False,False
4726,False,False
4727,False,False
4728,False,False
4729,False,False
4730,False,False
4731,False,False
4732,False,False
4733,False,False
4734,False,False
4735,False,False
4736,False,False
4737,False,False
4738,False,False
4739,False,False
4740,False,False
4741,True,True
4742,True,False
4743,True,True
4744,False,False
4745,True,True
4746,True,True
4747,False,False
4748,True,True
4749,False,False
4750,False,False
4751,False,False
4752,True,True
4753,True,True
4754,True,True
4755,False,False
4756,False,False
4757,True,True
4758,False,False
4759,False,False
4760,False,False
4761,True,True
4762,False,False
4763,True,False
4764,False,False
4765,True,True
4766,True,True
4767,True,True
4768,True,True
4769,True,True
4770,True,True
4771,True,True
4772,True,True
4773,True,True
4774,False,False
4775,True,True
4776,False,False
4777,False,False
4778,False,False
4779,False,False
4780,False,False
4781,True,True
4782,False,False
4783,False,False
4784,True,True
4785,True,True
4786,True,True
4787,True,True
4788,True,True
4789,True,True
4790,False,False
4791,False,False
4792,True,False
4793,False,False
4794,False,False
4795,False,False
4796,True,True
4797,False,False
4798,False,False
4799,False,False
4800,True,True
4801,False,False
4802,False,False
4803,False,False
4804,True,True
4805,False,False
4806,False,False
4807,False,False
4808,False,False
4809,False,False
4810,False,False
4811,False,False
4812,False,False
4813,False,False
4814,False,False
4815,False,False
4816,True,True
4817,True,True
4818,True,False
4819,False,False
4820,False,False
4821,False,False
4822,False,False
4823,False,False
4824,False,False
4825,False,False
4826,True,True
4827,True,True
4828,False,False
4829,False,False
4830,False,False
4831,False,False
4832,True,False
4833,True,False
4834,False,False
4835,False,False
4836,False,False
4837,False,False
4838,True,True
4839,True,True
4840,False,False
4841,True,True
4842,True,True
4843,False,False
4844,False,False
4845,True,True
4846,False,False
4847,False,False
4848,False,False
4849,False,False
4850,True,True
4851,True,True
4852,False,False
4853,False,False
4854,True,True
4855,False,False
4856,False,False
4857,False,False
4858,False,False
4859,False,False
4860,True,True
4861,True,True
4862,True,True
4863,False,False
4864,True,False
4865,False,False
4866,True,True
4867,True,False
4868,False,False
4869,True,True
4870,False,False
4871,True,False
4872,True,True
4873,False,False
4874,True,True
4875,False,False
4876,False,False
4877,False,False
4878,True,True
4879,False,False
4880,False,False
4881,False,False
4882,False,False
4883,False,False
4884,False,False
4885,False,False
4886,False,False
4887,False,False
4888,True,True
4889,True,True
4890,False,False
4891,False,False
4892,True,True
4893,True,True
4894,True,True
4895,True,True
4896,False,False
4897,False,False
4898,False,False
4899,True,True
4900,False,False
4901,True,True
4902,False,False
4903,False,False
4904,True,True
4905,True,True
4906,True,True
4907,False,False
4908,True,False
4909,True,True
4910,True,True
4911,True,True
4912,True,True
4913,True,True
4914,True,True
4915,True,True
4916,True,True
4917,True,True
4918,True,True
4919,True,True
4920,True,True
4921,True,True
4922,True,True
4923,True,False
4924,False,False
4925,False,False
4926,True,True
4927,False,False
4928,True,False
4929,True,True
4930,True,True
4931,True,True
4932,False,False
4933,False,False
4934,False,False
4935,False,False
4936,False,False
4937,False,False
4938,False,False
4939,False,False
4940,False,False
4941,False,True
4942,True,True
4943,False,False
4944,False,False
4945,False,False
4946,False,False
4947,True,True
4948,True,True
4949,True,False
4950,False,False
4951,True,True
4952,True,False
4953,False,False
4954,False,False
4955,False,False
4956,True,True
4957,True,True
4958,False,False
4959,False,False
4960,True,True
4961,False,False
4962,False,False
4963,False,False
4964,False,False
4965,False,False
4966,False,False
4967,False,False
4968,False,False
4969,False,False
4970,False,False
4971,False,False
4972,False,False
4973,True,True
4974,True,True
4975,True,True
4976,True,True
4977,True,True
4978,False,False
4979,False,False
4980,False,False
4981,True,True
4982,False,False
4983,False,False
4984,True,True
4985,True,False
4986,True,True
4987,False,False
4988,True,True
4989,False,False
4990,True,True
4991,True,True
4992,False,False
4993,False,False
4994,True,False
4995,False,False
4996,True,False
4997,False,False
4998,False,False
4999,False,False
5000,False,False
5001,False,False
5002,True,True
5003,True,True
5004,False,False
5005,False,False
5006,False,False
5007,False,False
5008,True,True
5009,False,False
5010,True,True
5011,True,True
5012,True,False
5013,False,False
5014,False,False
5015,False,False
5016,False,False
5017,True,True
5018,True,True
5019,True,True
5020,True,True
5021,False,True
5022,True,False
5023,False,False
5024,True,False
5025,True,True
5026,True,False
5027,False,False
5028,False,False
5029,True,True
5030,False,False
5031,True,False
5032,False,False
5033,True,True
5034,False,False
5035,False,False
5036,False,False
5037,True,True
5038,False,False
5039,True,False
5040,True,False
5041,False,False
5042,True,True
5043,False,False
5044,True,False
5045,False,False
5046,False,False
5047,True,True
5048,True,True
5049,True,True
5050,False,False
5051,False,False
5052,False,False
5053,False,False
5054,False,False
5055,False,False
5056,False,False
5057,True,True
5058,True,True
5059,True,True
5060,False,False
5061,False,False
5062,False,False
5063,False,False
5064,False,False
5065,False,False
5066,False,True
5067,False,False
5068,False,False
5069,True,True
5070,False,False
5071,False,False
5072,False,False
5073,False,False
5074,False,False
5075,True,True
5076,False,False
5077,False,False
5078,True,True
5079,False,False
5080,False,False
5081,False,False
5082,True,False
5083,False,False
5084,False,False
5085,True,True
5086,True,True
5087,False,False
5088,False,False
5089,False,False
5090,True,True
5091,True,True
5092,False,False
5093,False,False
5094,True,False
5095,False,False
5096,False,False
5097,True,False
5098,False,False
5099,True,True
5100,True,True
5101,True,False
5102,False,False
5103,False,False
5104,False,False
5105,False,False
5106,False,False
5107,False,False
5108,True,True
5109,True,True
5110,False,False
5111,False,False
5112,False,False
5113,True,True
5114,False,False
5115,False,False
5116,False,False
5117,False,False
5118,False,False
5119,False,False
5120,False,False
5121,True,False
5122,False,False
5123,False,False
5124,False,False
5125,True,True
5126,False,False
5127,False,False
5128,False,False
5129,False,False
5130,False,False
5131,True,False
5132,True,True
5133,False,False
5134,True,False
5135,False,False
5136,True,False
5137,False,False
5138,False,False
5139,False,False
5140,False,False
5141,True,True
5142,True,False
5143,False,False
5144,True,True
5145,False,False
5146,True,False
5147,True,True
5148,False,False
5149,True,True
5150,False,False
5151,False,False
5152,False,False
5153,True,False
5154,False,False
5155,False,False
5156,True,True
5157,False,False
5158,False,False
5159,False,False
5160,True,True
5161,True,True
5162,True,True
5163,True,True
5164,True,True
5165,True,False
5166,False,False
5167,False,False
5168,True,True
5169,True,True
5170,True,False
5171,False,False
5172,True,True
5173,False,False
5174,False,False
5175,False,False
5176,True,True
5177,True,True
5178,True,True
5179,False,False
5180,True,True
5181,False,False
5182,False,False
5183,False,False
5184,False,False
5185,False,False
5186,True,True
5187,True,True
5188,True,True
5189,False,False
5190,False,False
5191,False,False
5192,False,False
5193,False,False
5194,False,False
5195,False,False
5196,False,False
5197,False,False
5198,False,False
5199,False,False
5200,False,False
5201,True,False
5202,False,False
5203,False,False
5204,False,False
5205,False,False
5206,False,False
5207,True,False
5208,False,False
5209,False,False
5210,True,True
5211,False,False
5212,False,False
5213,False,False
5214,False,False
5215,False,False
5216,False,False
5217,False,False
5218,False,False
5219,True,True
5220,False,True
5221,True,True
5222,True,True
5223,False,False
5224,False,False
5225,True,True
5226,True,True
5227,False,False
5228,False,False
5229,True,True
5230,True,True
5231,False,False
5232,True,False
5233,False,False
5234,False,False
5235,False,False
5236,False,False
5237,False,False
5238,False,False
5239,False,False
5240,False,False
5241,False,False
5242,False,False
5243,False,False
5244,False,False
5245,False,False
5246,True,True
5247,False,False
5248,False,False
5249,True,False
5250,False,False
5251,False,False
5252,False,False
5253,True,True
5254,True,False
5255,False,False
5256,False,False
5257,True,True
5258,True,True
5259,False,False
5260,True,True
5261,False,False
5262,True,True
5263,False,False
5264,False,False
5265,False,False
5266,True,False
5267,False,False
5268,False,False
5269,True,True
5270,True,True
5271,False,False
5272,True,True
5273,True,True
5274,True,True
5275,False,False
5276,True,True
5277,True,True
5278,True,False
5279,False,False
5280,False,False
5281,False,False
5282,False,False
5283,True,False
5284,False,False
5285,False,False
5286,False,False
5287,False,False
5288,False,False
5289,False,False
5290,False,False
5291,False,False
5292,False,False
5293,False,False
5294,False,False
5295,False,False
5296,False,False
5297,True,True
5298,False,True
5299,True,True
5300,True,True
5301,False,False
5302,False,False
5303,True,True
5304,False,False
5305,True,True
5306,False,False
5307,False,False
5308,False,False
5309,True,True
5310,True,True
5311,False,False
5312,False,False
5313,True,True
5314,False,False
5315,True,False
5316,False,False
5317,False,False
5318,True,True
5319,False,False
5320,False,False
5321,True,True
5322,True,True
5323,True,True
5324,False,False
5325,False,False
5326,False,False
5327,False,False
5328,False,False
5329,True,True
5330,False,False
5331,False,True
5332,True,True
5333,True,True
5334,False,False
5335,False,False
5336,False,False
5337,True,False
5338,True,True
5339,False,False
5340,True,False
5341,False,False
5342,False,False
5343,False,False
5344,False,False
5345,False,False
5346,False,False
5347,False,False
5348,False,False
5349,False,False
5350,False,False
5351,False,False
5352,False,False
5353,False,False
5354,False,False
5355,False,False
5356,True,True
5357,True,True
5358,True,False
5359,False,False
5360,False,False
5361,True,False
5362,False,False
5363,True,True
5364,True,True
5365,True,False
5366,False,False
5367,False,False
5368,False,False
5369,False,False
5370,True,False
5371,True,True
5372,False,False
5373,True,True
5374,True,True
5375,False,False
5376,False,False
5377,False,False
5378,False,False
5379,False,False
5380,False,False
5381,True,True
5382,False,False
5383,False,False
5384,True,True
5385,True,True
5386,False,False
5387,False,False
5388,False,False
5389,False,False
5390,False,False
5391,False,False
5392,False,False
5393,False,False
5394,False,False
5395,False,False
5396,True,True
5397,False,False
5398,False,False
5399,False,False
5400,False,False
5401,False,False
5402,False,False
5403,True,False
5404,True,True
5405,False,False
5406,False,False
5407,False,False
5408,False,False
5409,False,False
5410,True,True
5411,True,False
5412,False,False
5413,False,False
5414,False,False
5415,False,False
5416,True,True
5417,True,True
5418,False,False
5419,False,False
5420,False,False
5421,False,False
5422,False,False
5423,False,False
5424,False,False
5425,True,True
5426,True,False
5427,True,True
5428,True,True
5429,False,False
5430,False,False
5431,False,False
5432,False,False
5433,True,True
5434,False,False
5435,True,True
5436,False,False
5437,True,True
5438,True,True
5439,True,True
5440,True,True
5441,False,False
5442,False,False
5443,False,False
5444,False,False
5445,False,False
5446,False,False
5447,False,False
5448,True,True
5449,False,False
5450,True,False
5451,True,True
5452,False,False
5453,False,False
5454,False,False
5455,False,False
5456,False,False
5457,False,False
5458,False,False
5459,True,False
5460,False,False
5461,True,False
5462,True,True
5463,False,False
5464,False,False
5465,False,False
5466,False,False
5467,True,True
5468,True,True
5469,True,True
5470,True,True
5471,False,False
5472,False,False
5473,True,True
5474,False,False
5475,False,False
5476,True,False
5477,False,False
5478,True,True
5479,False,False
5480,False,False
5481,False,False
5482,False,False
5483,False,False
5484,False,False
5485,False,False
5486,False,False
5487,False,False
5488,True,True
5489,True,True
5490,False,False
5491,True,False
5492,True,False
5493,False,True
5494,False,True
5495,True,False
5496,False,False
5497,True,False
5498,False,False
5499,False,False
5500,False,False
5501,False,False
5502,False,False
5503,True,True
5504,False,False
5505,True,True
5506,True,False
5507,False,False
5508,False,False
5509,False,False
5510,False,False
5511,False,False
5512,False,False
5513,False,False
5514,False,False
5515,False,False
5516,False,False
5517,False,False
5518,True,True
5519,False,False
5520,False,False
5521,False,False
5522,False,False
5523,False,False
5524,False,False
5525,False,False
5526,False,False
5527,True,True
5528,False,False
5529,False,False
5530,False,False
5531,False,False
5532,False,False
5533,True,False
5534,False,False
5535,False,False
5536,False,False
5537,False,False
5538,True,True
5539,False,False
5540,False,False
5541,False,False
5542,False,False
5543,False,False
5544,True,True
5545,True,True
5546,True,True
5547,True,True
5548,False,False
5549,True,True
5550,True,True
5551,True,True
5552,True,True
5553,False,False
5554,False,False
5555,False,False
5556,False,False
5557,False,False
5558,True,False
5559,False,False
5560,True,True
5561,True,True
5562,False,False
5563,False,False
5564,True,True
5565,False,False
5566,False,False
5567,False,False
5568,False,False
5569,True,True
5570,True,True
5571,False,False
5572,True,True
5573,False,False
5574,True,False
5575,True,True
5576,True,True
5577,True,True
5578,False,False
5579,False,False
5580,False,False
5581,False,False
5582,False,False
5583,False,False
5584,False,False
5585,False,False
5586,False,False
5587,True,True
5588,True,True
5589,False,False
5590,False,False
5591,False,False
5592,False,False
5593,False,False
5594,False,False
5595,True,True
5596,True,True
5597,False,False
5598,False,False
5599,True,False
5600,False,False
5601,False,False
5602,False,False
5603,False,False
5604,False,False
5605,True,True
5606,False,False
5607,False,False
5608,False,False
5609,False,False
5610,False,False
5611,True,False
5612,False,False
5613,True,True
5614,True,True
5615,False,False
5616,False,False
5617,True,False
5618,False,False
5619,False,False
5620,False,False
5621,True,True
5622,True,False
5623,False,False
5624,False,False
5625,False,False
5626,False,False
5627,False,False
5628,False,False
5629,False,False
5630,False,False
5631,False,False
5632,False,False
5633,False,False
5634,True,True
5635,True,True
5636,True,False
5637,False,False
5638,False,False
5639,False,False
5640,False,False
5641,False,False
5642,True,True
5643,True,True
5644,True,True
5645,False,False
5646,True,True
5647,False,False
5648,False,False
5649,False,False
5650,True,True
5651,True,True
5652,False,False
5653,True,True
5654,True,True
5655,True,True
5656,True,True
5657,True,True
5658,False,False
5659,True,False
5660,True,True
5661,False,False
5662,False,False
5663,False,False
5664,False,False
5665,True,True
5666,True,True
5667,True,True
5668,False,False
5669,False,False
5670,False,False
5671,False,False
5672,True,True
5673,True,True
5674,True,True
5675,True,True
5676,False,False
5677,False,False
5678,False,False
5679,True,True
5680,False,False
5681,True,False
5682,False,False
5683,False,False
5684,True,False
5685,False,False
5686,False,False
5687,False,False
5688,False,False
5689,False,False
5690,True,True
5691,True,True
5692,False,False
5693,False,False
5694,False,False
5695,False,False
5696,False,False
5697,False,False
5698,True,True
5699,True,True
5700,True,True
5701,False,False
5702,False,False
5703,False,False
5704,True,True
5705,False,False
5706,False,False
5707,True,False
5708,False,False
5709,False,False
5710,False,False
5711,True,True
5712,False,False
5713,True,True
5714,False,False
5715,True,True
5716,False,False
5717,True,True
5718,False,False
5719,False,False
5720,False,False
5721,False,False
5722,True,False
5723,True,False
5724,True,False
5725,True,True
5726,True,True
5727,True,True
5728,True,True
5729,True,False
5730,False,False
5731,True,True
5732,False,True
5733,False,False
5734,True,False
5735,True,True
5736,False,False
5737,False,False
5738,False,False
5739,False,False
5740,False,False
5741,False,False
5742,False,False
5743,False,False
5744,False,False
5745,False,False
5746,False,False
5747,False,False
5748,False,False
5749,False,False
5750,False,False
5751,False,False
5752,False,False
5753,True,True
5754,False,False
5755,False,False
5756,True,False
5757,False,False
5758,False,False
5759,True,False
5760,False,False
5761,True,True
5762,False,False
5763,False,False
5764,False,False
5765,False,False
5766,True,False
5767,False,False
5768,False,False
5769,False,False
5770,False,False
5771,True,True
5772,False,False
5773,True,False
5774,False,False
5775,True,True
5776,False,False
5777,False,False
5778,False,False
5779,False,False
5780,False,False
5781,True,False
5782,True,True
5783,False,False
5784,False,False
5785,True,True
5786,False,False
5787,True,True
5788,False,False
5789,False,False
5790,False,False
5791,False,False
5792,False,False
5793,False,False
5794,False,False
5795,False,False
5796,False,False
5797,False,False
5798,False,False
5799,False,False
5800,False,True
5801,False,False
5802,True,True
5803,False,False
5804,False,False
5805,False,True
5806,False,False
5807,False,False
5808,True,True
5809,True,False
5810,False,False
5811,True,True
5812,False,False
5813,True,True
5814,False,False
5815,True,False
5816,False,False
5817,False,False
5818,False,False
5819,False,False
5820,False,False
5821,False,False
5822,False,False
5823,False,False
5824,False,False
5825,False,False
5826,False,False
5827,False,False
5828,True,False
5829,False,False
5830,False,False
5831,False,False
5832,False,False
5833,False,False
5834,True,True
5835,False,False
5836,False,False
5837,False,False
5838,True,True
5839,True,True
5840,True,True
5841,True,True
5842,False,False
5843,False,False
5844,True,True
5845,False,False
5846,False,False
5847,False,False
5848,False,False
5849,True,True
5850,True,True
5851,True,True
5852,True,True
5853,True,True
5854,False,False
5855,False,False
5856,False,False
5857,False,False
5858,True,True
5859,False,False
5860,False,False
5861,False,False
5862,True,True
5863,True,True
5864,True,True
5865,False,False
5866,True,True
5867,False,False
5868,False,False
5869,False,False
5870,False,False
5871,False,False
5872,False,False
5873,True,True
5874,False,False
5875,False,False
5876,True,True
5877,True,True
5878,True,True
5879,False,False
5880,False,False
5881,False,False
5882,False,False
5883,False,False
5884,False,False
5885,False,False
5886,False,False
5887,True,True
5888,False,False
5889,False,False
5890,True,True
5891,True,True
5892,True,True
5893,False,False
5894,True,True
5895,False,False
5896,True,True
5897,True,True
5898,False,False
5899,False,False
5900,False,False
5901,False,False
5902,False,False
5903,False,False
5904,False,False
5905,True,True
5906,False,False
5907,False,False
5908,False,False
5909,False,False
5910,True,False
5911,False,False
5912,False,False
5913,True,False
5914,False,False
5915,False,False
5916,True,True
5917,False,False
5918,False,False
5919,True,True
5920,False,False
5921,False,False
5922,False,False
5923,False,False
5924,False,False
5925,False,False
5926,True,True
5927,False,False
5928,False,False
5929,True,True
5930,True,True
5931,True,False
5932,False,False
5933,False,False
5934,False,False
5935,True,True
5936,False,False
5937,False,False
5938,True,True
5939,False,False
5940,True,True
5941,False,False
5942,False,False
5943,False,False
5944,False,False
5945,False,False
5946,False,False
5947,True,False
5948,False,False
5949,True,False
5950,False,False
5951,True,False
5952,False,False
5953,False,False
5954,True,False
5955,False,False
5956,False,False
5957,False,False
5958,False,False
5959,False,False
5960,False,False
5961,False,False
5962,True,True
5963,False,False
5964,True,True
5965,True,True
5966,False,False
5967,False,False
5968,False,False
5969,False,False
5970,False,False
5971,False,False
5972,False,False
5973,True,False
5974,True,False
5975,False,False
5976,False,False
5977,False,False
5978,True,True
5979,True,True
5980,False,False
5981,True,True
5982,True,True
5983,False,False
5984,False,False
5985,False,False
5986,False,False
5987,False,False
5988,True,False
5989,False,False
5990,False,False
5991,False,False
5992,False,False
5993,False,False
5994,False,False
5995,False,False
5996,True,True
5997,True,True
5998,False,False
5999,False,False
6000,False,False
6001,False,False
6002,False,False
6003,False,False
6004,False,False
6005,True,False
6006,True,True
6007,True,True
6008,True,False
6009,False,False
6010,True,True
6011,False,False
6012,False,False
6013,False,False
6014,False,False
6015,False,False
6016,False,False
6017,False,False
6018,True,True
6019,True,True
6020,True,True
6021,True,True
6022,True,True
6023,True,True
6024,True,False
6025,True,True
6026,True,True
6027,True,True
6028,True,True
6029,False,True
6030,False,False
6031,True,False
6032,True,False
6033,False,False
6034,False,False
6035,False,False
6036,False,False
6037,False,False
6038,True,True
6039,False,False
6040,False,False
6041,True,True
6042,True,True
6043,True,True
6044,False,False
6045,True,False
6046,True,True
6047,True,True
6048,False,False
6049,False,False
6050,False,False
6051,False,False
6052,True,False
6053,True,True
6054,False,False
6055,True,False
6056,False,False
6057,False,False
6058,False,False
6059,False,False
6060,False,False
6061,False,False
6062,True,True
6063,False,True
6064,False,False
6065,True,True
6066,True,True
6067,False,False
6068,True,False
6069,True,True
6070,False,False
6071,True,True
6072,False,False
6073,False,False
6074,False,False
6075,False,False
6076,False,False
6077,False,False
6078,False,False
6079,True,True
6080,True,True
6081,False,False
6082,False,False
6083,True,True
6084,True,True
6085,False,False
6086,False,False
6087,False,False
6088,False,False
6089,False,False
6090,False,False
6091,False,False
6092,False,False
6093,True,True
6094,False,False
6095,True,True
6096,True,True
6097,False,False
6098,False,False
6099,False,False
6100,False,False
6101,True,False
6102,True,True
6103,False,False
6104,False,False
6105,False,False
6106,False,False
6107,False,False
6108,False,False
6109,True,True
6110,True,True
6111,False,False
6112,True,True
6113,True,False
6114,True,True
6115,False,False
6116,False,False
6117,False,False
6118,False,False
6119,False,False
6120,False,False
6121,False,False
6122,False,False
6123,False,False
6124,True,True
6125,True,True
6126,True,True
6127,True,True
6128,False,False
6129,False,False
6130,False,False
6131,False,False
6132,True,True
6133,False,False
6134,False,False
6135,False,True
